content,score
"I was happy to find the perfect daily routine planner, but what made me sad , it is not free , it's going to help a lot of people if its is for free .",1
"This app has been frustrating and even made things worse for my clients with ADHD and doesn't seem to understand the science behind what most people with ADHD find motivating and what is actually discouraging. It also makes it really hard to exit when you need to. Way too many forced steps and patronizing ""praise""",1
"SCAM SCAM SCAM SCAM SCAM SCAM SCAM SCAM SCAM SCAM SCAM SCAM ABSOLUTELY USELESS APP THAT IS NOT AS ADVERTISED AND NOT FIT FOR PURPOSE! NO REFUNDS GIVEN WHATSOEVER. GOOGLE SHOULD THOROUGHLY INVESTIGATE AND THEN DELETE THIS APP OFF GOOGLE PLAY. IF I KNEW HOW TO START A PETITION TO WARN PEOPLE NOT TO BUY OR SIGN UP FOR A FREE TRIAL, THEN I WOULD, BUT I DON'T. IT IS NOTHING BETTER THAN A CHEAPRATE JOB BOARD OFFERING JOBS TO TIKTOK INFLUENCERS.",1
this app was super distracting and all it did was nag me to pay for the full subscription. the 4.8 ☆ deceived me. waste of time,1
Terrible!! Charges you immediately. Can't figure out how to CANCEL this & get a refund either. UGH!!!!!,1
"I have ADHD & thought this might be a good app to try. I downloaded it with a week's trial, but found it too tedious & boring inputting my routine, i think i only opened the app once. I cancelled the subscription on the last day....I still got charged £56! I asked Google for a refund, got refused, contacted me+ by email, still awaiting a reply contacted google again, no reply from them. It's actually ridiculous so I'm now stuck with a £56 charge for an app that I don't use!",1
"Other than it automatically charged you for the premium whilst on the trial, it is just another checklist that does not provide any reminders so it just sits there on your screen. As a person with ADHD, something that does not give any prompts or reminders renders the whole app useless. And it continually asks me to be a tiktok influencer - good lord! Before I even enter the app - the 10 no response should've given it a hint!! I have gone back to using Outlook calendar",1
"No notifications even though they are turned on. Gimmicky useless and not worth the money, they immediately charge you.",1
Not even a damm Samsung can do this so why the hell is this on the play store,1
This app is horrible,1
"I paid for the subscription, but I didn't get any of the features related it didn't notify me about any of the activities I set alarms for, so it really didn't help me productivity at all",1
Same experience as others- I accepted a free trial but was charged for the year. What a scam!,1
I hate it .. every thing on this app must pay for it ..,1
"Terrible app. Can not utilize the free feature. After payment you realize you are not able to edit tasks or set reminders. Two pretty important things that have been addressed in the comments for several months with developers claiming they are working on it. This is a scam, do NOT buy or download.",1
I tried to cancel this app and everything it told me to do I did. And nothing would show up it's a scam. The notifications don't even work the app was pointless I tried unsubscribing before they'd charge me. And now in charged and out 43$ for a useless app.,1
"I canceled my subscription asap and still got charged $30. I've emailed 4 times with no response. I'm in financial distress, and this is unacceptable. This is wasting time that I could be using to make an appropriate routine for myself. Now I see responses on all the reviews recently but mine. Get bent.",1
"IT'S NOT FREE. You answer a volume of questions, then up pops the subscription screen. As of 10-19-23, it is $39.99 for the year. Immediately, the app offers you an 84% discount one- time offer. One star because it should tell you upfront the cost before you answer all of the questions.",1
